DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
20050428,1.19247,1.19761,1.18383,1.1948,356667.176
20050501,1.19534,1.2009,1.19513,1.19717,353053.25
20050502,1.19693,1.20146,1.19362,1.1983,357653.3
20050503,1.19808,1.19885,1.18786,1.1916,356670.228
20050504,1.1916,1.19771,1.18889,1.193,358020.645
20050505,1.19287,1.20834,1.19235,1.20661,356700.925
20050508,1.20562,1.20923,1.20468,1.20515,361780.153
20050509,1.2049,1.20671,1.19908,1.20056,353973.3
20050510,1.20055,1.20962,1.19609,1.20479,355530.081
20050511,1.2048,1.21702,1.20473,1.21508,353947.275
20050512,1.21498,1.22512,1.21498,1.2234,358033.55
20050515,1.22363,1.22865,1.22073,1.2212,356531.22
20050516,1.22095,1.2268,1.21916,1.22502,356403.35
20050517,1.22475,1.22675,1.21598,1.21745,354214.726
20050518,1.21722,1.22562,1.21473,1.22128,360424
20050519,1.22103,1.23588,1.22036,1.23375,359679.475
20050522,1.23279,1.23508,1.22811,1.23075,354452.948
20050523,1.2307,1.23252,1.22438,1.22865,355637.55
20050524,1.2286,1.23165,1.22465,1.22644,354270.551
20050525,1.2265,1.2377,1.22577,1.23612,351916.151
20050526,1.23585,1.2365,1.22974,1.23035,352717.198
20050529,1.2311,1.23967,1.2311,1.2384,362843.675
20050530,1.2382,1.24936,1.23699,1.24817,348051.149
20050531,1.24809,1.25962,1.24468,1.25765,355380.826
20050601,1.25726,1.25766,1.24702,1.25175,351288.88
20050602,1.2514,1.25594,1.24543,1.25204,355269.726
20050605,1.2525,1.25382,1.24628,1.24935,352275.627
20050606,1.24899,1.25105,1.24259,1.24519,358228.13
20050607,1.24498,1.25741,1.24091,1.25456,344060.955
20050608,1.25428,1.25907,1.25109,1.25412,356045.025
20050609,1.25375,1.26998,1.25199,1.26868,349991.875
20050612,1.26868,1.2784,1.26749,1.27012,353384.302
20050613,1.27,1.27884,1.26687,1.27645,354258.151
20050614,1.27687,1.27882,1.26865,1.27065,354535.851
20050615,1.27055,1.27695,1.26553,1.27129,354985.274
20050616,1.27147,1.27323,1.25621,1.25727,352461.977
20050619,1.25778,1.27352,1.25778,1.27058,357984.826
20050620,1.27047,1.27816,1.26503,1.26566,351124.101
20050621,1.26532,1.27461,1.26206,1.27152,354731.652
20050622,1.27148,1.28112,1.26928,1.27906,350523.05
20050623,1.2791,1.28419,1.27296,1.27428,352445.13
20050626,1.27362,1.27446,1.26566,1.26823,353080.8
20050627,1.26798,1.28188,1.26685,1.28158,352638.175
20050628,1.28167,1.28753,1.277,1.28221,352807.175
20050629,1.28225,1.28585,1.27822,1.28117,357082.701
20050630,1.28105,1.29794,1.28078,1.29629,351861.275
20050703,1.29657,1.30425,1.29644,1.3035,360410.376
20050704,1.30317,1.3071,1.29949,1.3038,357346.95
20050705,1.30381,1.30677,1.29977,1.30217,355686.075
20050706,1.30198,1.30489,1.28378,1.29784,357655.8
20050707,1.29753,1.30709,1.29567,1.29934,357198.127
20050710,1.29855,1.30054,1.28556,1.28689,355391.275
20050711,1.2867,1.28912,1.26977,1.27075,351434.37
20050712,1.2705,1.29153,1.27023,1.28939,356881.075
20050713,1.2892,1.2927,1.2853,1.28962,352628.875
20050714,1.28945,1.29746,1.28501,1.29557,352253.2
20050717,1.29608,1.29819,1.29034,1.29459,360465.126
20050718,1.29443,1.30788,1.29292,1.29982,356587.224
20050719,1.29972,1.30103,1.28069,1.28647,355726.624
20050720,1.28645,1.29014,1.27521,1.2847,352100.9
20050721,1.2844,1.29759,1.28208,1.29608,356593.55
20050724,1.29612,1.29924,1.29329,1.29612,359174.549
20050725,1.29587,1.30268,1.294,1.29929,355402.65
20050726,1.29932,1.30585,1.29287,1.29453,355429.249
20050727,1.29435,1.29982,1.2837,1.28485,354180.5
20050728,1.28482,1.29194,1.28208,1.28935,357162.355
20050731,1.28854,1.28976,1.27189,1.27924,358056.175
20050801,1.27923,1.28015,1.26992,1.27693,353251.95
20050802,1.27668,1.28125,1.26044,1.26112,360459.899
20050803,1.26088,1.26597,1.25624,1.2581,355739.751
20050804,1.25792,1.26758,1.25606,1.26202,358075.854
20050807,1.26242,1.26738,1.25899,1.26103,359118.975
20050808,1.26098,1.26316,1.25429,1.25952,358213.149
20050809,1.25937,1.26191,1.25196,1.25709,355181.4
20050810,1.25667,1.25737,1.24483,1.2455,359193.45
20050811,1.24528,1.25358,1.24329,1.24693,355787.68
20050814,1.24512,1.25636,1.24402,1.25442,359232.675
20050815,1.25418,1.26253,1.2529,1.25386,353454.673
20050816,1.25387,1.2638,1.25338,1.2618,358485.801
20050817,1.26182,1.27384,1.25838,1.27093,356948.78
20050818,1.2706,1.27686,1.26889,1.27548,355041.25
20050821,1.27506,1.27506,1.26699,1.26999,353805.051
20050822,1.26958,1.27392,1.26819,1.26958,354614.25
20050823,1.26922,1.27849,1.2637,1.26397,356519.326
20050824,1.26366,1.26527,1.25378,1.25602,348634.051
20050825,1.25582,1.2598,1.25164,1.25858,355057.4
20050828,1.25799,1.26861,1.25033,1.26671,354572.501
20050829,1.26667,1.27437,1.26545,1.26937,355973.919
20050830,1.26905,1.27042,1.25205,1.25264,355276.15
20050831,1.25265,1.25585,1.23153,1.23414,353835.474
20050901,1.23393,1.23656,1.2249,1.23008,353410.205
20050904,1.22944,1.23424,1.22365,1.23139,357150.65
20050905,1.23108,1.24017,1.23085,1.23784,349792.075
20050906,1.23767,1.24416,1.23069,1.24285,353181.352
20050907,1.24272,1.24645,1.23851,1.2441,351811.602
20050908,1.24383,1.24703,1.2387,1.24309,356625.4
20050911,1.2431,1.25928,1.24217,1.25752,363129.475
20050912,1.25738,1.26373,1.25414,1.26095,354470.32
20050913,1.26072,1.26185,1.25304,1.25739,356491.73
20050914,1.25732,1.26911,1.25665,1.26706,355841.349
20050915,1.26682,1.27226,1.25972,1.26906,353302.977
20050918,1.26884,1.28093,1.26884,1.27799,359285.306
20050919,1.27787,1.28252,1.27434,1.28187,361302.05
20050920,1.28184,1.28234,1.26764,1.27065,355083.996
20050921,1.2705,1.28077,1.26578,1.27843,355348.475
20050922,1.278,1.29259,1.27751,1.29222,353396.449
20050925,1.2926,1.29602,1.28791,1.28935,350867.0274
20050926,1.28922,1.29962,1.28789,1.29581,350964.099
20050927,1.29547,1.29803,1.29097,1.29221,350114.252
20050928,1.29188,1.29758,1.28806,1.29405,348044.551
20050929,1.29385,1.29755,1.28524,1.29371,352264.1
20051002,1.29312,1.30408,1.292,1.30137,347974.373
20051003,1.30157,1.30359,1.29874,1.3013,351350.9504
20051004,1.30121,1.30232,1.29186,1.29289,346268.85
20051005,1.29258,1.29315,1.26687,1.27055,349673.551
20051006,1.27032,1.28264,1.26957,1.2775,351437.155
20051009,1.27932,1.28685,1.27492,1.28275,352035.275
20051010,1.28297,1.29166,1.28201,1.28923,351726.926
20051011,1.2891,1.29464,1.28325,1.28698,354267.603
20051012,1.28685,1.30171,1.28586,1.28879,347280.451
20051013,1.28838,1.29391,1.27785,1.28464,349094.83
20051016,1.2842,1.29339,1.27939,1.29202,357375.124
