"DATE" "OPENAUDUSD" "HIGHAUDUSD" "LOWAUDUSD" "CLOSEAUDUSD" "VOLUMEAUDUSD" "OPENEURUSD" "HIGHEURUSD" "LOWEURUSD" "CLOSEEURUSD" "VOLUMEEURUSD" "OPENGBPUSD" "HIGHGBPUSD" "LOWGBPUSD" "CLOSEGBPUSD" "VOLUMEGBPUSD" "OPENUSDCAD" "HIGHUSDCAD" "LOWUSDCAD" "CLOSEUSDCAD" "VOLUMEUSDCAD" "OPENUSDCHF" "HIGHUSDCHF" "LOWUSDCHF" "CLOSEUSDCHF" "VOLUMEUSDCHF" "OPENUSDJPY" "HIGHUSDJPY" "LOWUSDJPY" "CLOSEUSDJPY" "VOLUMEUSDJPY"
"1" 20040101 0.75102 0.75915 0.74939 0.75737 136338.85 1.2542 1.26263 1.25198 1.25806 1337402.5 1.78282 1.79467 1.77832 1.79294 153500.424 1.29585 1.29785 1.28609 1.28758 168909.45 1.2439 1.24538 1.23408 1.23874 351393.595 107.422 107.481 106.695 107.02 604275.5
"2" 20040104 0.75793 0.769 0.75719 0.76719 151371.57 1.25816 1.26924 1.25785 1.26727 1354226 1.79155 1.81013 1.79143 1.80636 154988.259 1.28678 1.28889 1.27722 1.28148 188925.67 1.23838 1.23918 1.2282 1.23184 360456.726 107.026 107.294 106.004 106.163 611109.6
"3" 20040105 0.76766 0.77265 0.76553 0.7691 142447.03 1.2672 1.28083 1.2665 1.2723 1349584.7 1.80633 1.82746 1.80439 1.82125 163951.018 1.28143 1.28633 1.27653 1.28566 185475.66 1.23174 1.23344 1.22403 1.23118 354080.951 106.178 106.374 105.974 106.135 613202.7
"4" 20040106 0.76912 0.77055 0.76477 0.7678 136009.45 1.2723 1.27404 1.26221 1.26296 1348413.5 1.8213 1.82556 1.81189 1.81747 162633.819 1.28573 1.29235 1.28385 1.28816 193357.13 1.23145 1.24097 1.2303 1.24048 358794.526 106.148 106.404 105.883 106.146 616836.8
"5" 20040107 0.76778 0.77571 0.76473 0.77502 146305.934 1.2629 1.27786 1.25576 1.27635 1350773.3 1.81773 1.836 1.81032 1.83351 171656.897 1.28832 1.29471 1.27486 1.27816 188425.6 1.24015 1.24844 1.22379 1.22569 356653.375 106.152 106.239 106.047 106.149 609784.8
"6" 20040108 0.77507 0.7783 0.77064 0.77609 141148.27 1.27637 1.28665 1.27021 1.28123 1336174.4 1.8333 1.84938 1.82752 1.8474 161267.177 1.27822 1.28304 1.26768 1.27133 183645.62 1.22516 1.23318 1.21623 1.22212 355831.775 106.162 108.193 106.065 106.746 612354.9
"7" 20040111 0.77713 0.77995 0.77436 0.7769 150871.46 1.28522 1.28956 1.27328 1.27467 1337453.5 1.84698 1.85759 1.84467 1.84545 161090.2699 1.27054 1.2766 1.26835 1.27522 184447.63 1.21836 1.2287 1.21367 1.22681 351508.87 106.58 106.726 106.313 106.602 618513.8
"8" 20040112 0.77705 0.78115 0.77449 0.77869 144893.2 1.27457 1.27947 1.27114 1.27698 1348261.7 1.8455 1.85339 1.8397 1.8473 165412.339 1.2749 1.27821 1.26869 1.2711 194750.81 1.2269 1.23024 1.22024 1.2209 361914.35 106.616 106.705 106.1 106.17 618227.9
"9" 20040113 0.77862 0.78011 0.77278 0.77289 133330.51 1.2772 1.27871 1.26276 1.26447 1338604.4 1.84703 1.84857 1.83092 1.83251 158815.56 1.27148 1.29117 1.27034 1.28977 191047.14 1.2208 1.23535 1.21852 1.2324 362650.148 106.182 106.311 105.941 106.138 625842.3
"10" 20040114 0.77326 0.77665 0.76838 0.76999 145861.904 1.2644 1.26693 1.25562 1.25756 1357261 1.83269 1.83451 1.81766 1.8222 160775.794 1.28979 1.29898 1.28668 1.29374 187833.63 1.2323 1.2472 1.23042 1.24525 360548.751 106.13 106.463 105.95 106.318 624843.8
"11" 20040115 0.76979 0.77199 0.76072 0.76272 140765.42 1.25743 1.26071 1.23494 1.23936 1342086.8 1.82234 1.82656 1.79288 1.79792 160774.284 1.29383 1.30213 1.29221 1.29866 193346.53 1.24534 1.26952 1.24211 1.26437 357925.646 106.306 106.99 105.712 106.586 627821.8
"12" 20040118 0.7625 0.76358 0.75236 0.75465 151579.49 1.2366 1.24226 1.23323 1.23468 1343510 1.79634 1.80176 1.78198 1.78285 157989.877 1.29875 1.30425 1.29835 1.30141 183415.04 1.26678 1.2722 1.26282 1.27056 358505.1 106.59 107.459 106.334 107.2 624738.4
"13" 20040119 0.75491 0.76995 0.753 0.76692 143410.04 1.2348 1.2594 1.23411 1.25767 1345896.9 1.78295 1.8216 1.78211 1.82039 158774.012 1.30132 1.30322 1.28475 1.29115 184761.74 1.27057 1.27127 1.24487 1.24676 355445.344 107.215 107.88 106.939 107.042 633320
"14" 20040120 0.76711 0.77457 0.7654 0.77323 135142.89 1.2577 1.26695 1.25488 1.26409 1354933.6 1.8203 1.83682 1.81446 1.83208 164211.215 1.2912 1.30405 1.28627 1.30068 193319.44 1.2467 1.25036 1.23849 1.23955 361059.675 107.043 107.266 106.569 106.862 627496.1
"15" 20040121 0.77347 0.7794 0.77145 0.77785 144565.526 1.26389 1.27475 1.26328 1.27169 1346658.1 1.83219 1.84749 1.83087 1.84422 160988.279 1.30063 1.30537 1.29259 1.29605 194995.8 1.23955 1.24094 1.22953 1.23226 359729.205 106.866 106.996 105.918 106.001 627588.6
"16" 20040122 0.77809 0.77965 0.77009 0.77079 141285.79 1.27148 1.27732 1.25621 1.25781 1353179.4 1.84411 1.85194 1.8168 1.82569 161627.375 1.29618 1.31933 1.29373 1.31325 201021.92 1.23215 1.24668 1.22689 1.2426 360529.976 106.021 106.798 105.724 106.701 629581.7
"17" 20040125 0.76983 0.77718 0.76772 0.76843 152078.86 1.25726 1.26095 1.24557 1.24565 1356641.8 1.82277 1.83052 1.81029 1.81448 161381.44 1.31363 1.316 1.30785 1.31517 190448.52 1.24247 1.25795 1.24012 1.25747 363139.8 106.548 106.711 105.768 106.341 626582
"18" 20040126 0.76846 0.78125 0.76718 0.77859 145103.65 1.24588 1.26503 1.24391 1.26404 1316419.2 1.81437 1.82877 1.80175 1.82747 165345.437 1.31528 1.31637 1.30322 1.30511 189014.31 1.25744 1.25875 1.23778 1.23919 349628.225 106.355 106.411 105.448 105.495 604622.3
"19" 20040127 0.77846 0.78105 0.76975 0.76988 136414.24 1.26429 1.26608 1.24618 1.24655 1344965.3 1.82751 1.83805 1.81675 1.81836 160138.166 1.30505 1.32704 1.30452 1.32704 199139.03 1.23897 1.25652 1.23726 1.25611 363631.255 105.497 106.553 105.422 106.183 625996.8
"20" 20040128 0.77001 0.7745 0.75713 0.75999 148147.027 1.24665 1.25252 1.23607 1.24046 1337715.2 1.81806 1.82661 1.80841 1.81599 195463.51 1.3273 1.33586 1.32427 1.33 226506.93 1.25649 1.26345 1.2479 1.2591 357081.475 106.222 106.291 105.622 105.918 625252.3
"21" 20040129 0.75984 0.76496 0.7542 0.7635 143158.53 1.24046 1.24897 1.23491 1.24731 1354824.9 1.81588 1.8259 1.80571 1.82377 168988.078 1.3303 1.33522 1.32254 1.32487 201455.14 1.2592 1.26592 1.25161 1.2561 363973.931 105.933 106.108 105.584 105.656 632151.2
"22" 20040201 0.76282 0.7653 0.75528 0.7581 2431700.786 1.2468 1.24848 1.23882 1.24221 1348842.8 1.82261 1.82685 1.81334 1.81922 164335.997 1.32398 1.34256 1.32398 1.33878 180413.59 1.25639 1.2658 1.25508 1.26145 358484.3 105.585 105.78 105.363 105.508 618280.7
"23" 20040202 0.75825 0.7673 0.75745 0.76529 2472246.333 1.24232 1.25967 1.24124 1.25381 1349861.8 1.81919 1.84213 1.8189 1.83885 161756.93 1.33852 1.33881 1.32732 1.33695 200193.49 1.26155 1.26274 1.24263 1.24861 359651.276 105.58 105.808 105.207 105.433 628571.6
"24" 20040203 0.76499 0.7671 0.75831 0.76123 2470298.958 1.25407 1.25593 1.24919 1.25323 1358026.4 1.83895 1.83988 1.8281 1.83137 162126.301 1.33693 1.34265 1.33097 1.33308 195788.04 1.24855 1.25486 1.24748 1.25044 357933.775 105.432 105.632 105.242 105.384 626111.9
"25" 20040204 0.76143 0.767 0.75945 0.76075 2454768.301 1.25329 1.26348 1.25157 1.2544 1353343.2 1.83128 1.84226 1.83004 1.83419 161776.047 1.33335 1.33947 1.32832 1.33725 191435.54 1.25051 1.25186 1.2399 1.25002 358640.88 105.405 106.034 105.348 105.761 626200.8
"26" 20040205 0.76063 0.77095 0.76035 0.77002 2458811.256 1.25455 1.27226 1.251 1.27 1351709.2 1.8341 1.85143 1.83121 1.84714 162688.869 1.33707 1.34073 1.32302 1.3235 192738.46 1.25005 1.25469 1.23031 1.23369 359075.977 105.777 106.774 105.354 105.425 630623.6
"27" 20040208 0.76566 0.77825 0.7643 0.77621 2473390.097 1.26038 1.27589 1.25963 1.26929 1364520 1.84311 1.86255 1.84025 1.86072 168027.014 1.32612 1.33076 1.32141 1.32816 203111.54 1.24319 1.24499 1.22906 1.23463 364034.025 105.63 106.022 105.487 105.54 628918.5
"28" 20040209 0.77676 0.78352 0.7748 0.77849 2456430.682 1.26954 1.27848 1.26649 1.26679 1369838.6 1.86068 1.87307 1.85774 1.8675 161543.9479 1.32814 1.33281 1.3214 1.33117 204233.23 1.23463 1.2386 1.22578 1.23823 359380.449 105.567 105.865 105.3 105.57 636242.2
"29" 20040210 0.77846 0.78925 0.7761 0.78739 2475298.095 1.26682 1.28364 1.26482 1.28295 1361071.1 1.86766 1.89186 1.86451 1.89066 162177.264 1.33125 1.33403 1.31183 1.31302 203220.45 1.23823 1.24292 1.22665 1.22912 368828.9 105.553 105.693 105.142 105.395 628316.3
"30" 20040211 0.7879 0.78962 0.78507 0.78893 2468028.74 1.28319 1.28432 1.27873 1.28058 1358831.2 1.89095 1.89509 1.8877 1.89234 165750.164 1.31327 1.32154 1.31249 1.31835 195046.72 1.2292 1.23271 1.22658 1.23065 362334.62 105.412 105.566 105.234 105.335 624199.6
"31" 20040212 0.78883 0.7943 0.78602 0.78937 2448519.617 1.28061 1.28898 1.27135 1.27305 1367540.2 1.89231 1.8984 1.87836 1.885 161135.528 1.31837 1.32309 1.30659 1.31628 216644.53 1.23057 1.24053 1.22347 1.23805 358225.002 105.336 105.588 105.244 105.409 617642.4
"32" 20040215 0.78916 0.79335 0.78862 0.79205 2444132.499 1.27428 1.2787 1.27139 1.27671 1350759.9 1.88374 1.8914 1.88105 1.88977 159685.729 1.31554 1.31923 1.31368 1.31475 189730.84 1.23609 1.23954 1.23104 1.23351 357857.176 105.439 105.538 105.33 105.442 608856.2
"33" 20040216 0.7924 0.79873 0.7905 0.79794 2472960.98 1.27679 1.28751 1.27533 1.28372 1365674 1.88988 1.908 1.8865 1.90458 163258.547 1.3152 1.31714 1.30738 1.30954 191427.47 1.23356 1.23471 1.22215 1.22632 356430.45 105.461 105.96 105.401 105.622 617394
"34" 20040217 0.79798 0.80022 0.78685 0.78911 2477536.63 1.28395 1.29247 1.26561 1.26849 1359136.5 1.90445 1.91378 1.88369 1.88866 161811.2579 1.30968 1.32679 1.30805 1.32268 196310.34 1.22626 1.24386 1.21816 1.24137 361158.675 105.637 107.098 105.482 106.705 626126.9
"35" 20040218 0.78933 0.79286 0.78625 0.79096 2485484.259 1.2686 1.27342 1.26516 1.27102 1345748.4 1.8889 1.89754 1.88621 1.8938 161859.07 1.32282 1.33449 1.32174 1.33148 199084.61 1.24115 1.24615 1.23721 1.2389 364943.851 106.718 107.404 106.27 107 624579.2
"36" 20040219 0.79103 0.79322 0.76357 0.77084 2485722.105 1.27112 1.27643 1.24928 1.25319 1358803 1.89415 1.89956 1.85606 1.86118 162317.745 1.3311 1.3507 1.32699 1.33432 205343.44 1.23908 1.26434 1.23345 1.25881 360696.525 107 109.32 106.833 108.996 630671.7
"37" 20040222 0.76975 0.7754 0.76492 0.77112 2463134.985 1.25247 1.25932 1.24494 1.25522 1368480.6 1.86013 1.87036 1.8455 1.86767 162384.4839 1.33705 1.34306 1.33368 1.33678 197122.56 1.26096 1.26648 1.25315 1.25672 359677 108.945 109.353 108.039 108.324 630336.4
"38" 20040223 0.77126 0.78155 0.76881 0.77921 2466976.748 1.25552 1.27115 1.25203 1.26815 1345493.9 1.86776 1.89364 1.86194 1.89106 160197.517 1.33676 1.33959 1.3257 1.32919 212898.82 1.25663 1.25969 1.23682 1.24104 358981.3 108.322 108.719 108.002 108.148 631421.7
"39" 20040224 0.77929 0.78158 0.77006 0.77136 2480347.377 1.26822 1.27039 1.24716 1.24973 1362384.9 1.89091 1.89425 1.86885 1.87001 172912.814 1.32918 1.34024 1.32581 1.33329 198468.11 1.24105 1.26201 1.23884 1.2589 361753.325 108.143 109.106 108.016 108.956 624756.4
"40" 20040225 0.77137 0.77395 0.766 0.77079 2458234.116 1.24982 1.25129 1.23826 1.24366 1346051.3 1.87007 1.87748 1.85486 1.86169 161767.373 1.33318 1.34765 1.33261 1.34059 200136.53 1.25867 1.27102 1.25666 1.26681 357750.1 108.972 109.792 108.721 109.501 632942.5
"41" 20040226 0.77106 0.77435 0.76554 0.7732 2474069.39 1.24361 1.25049 1.23718 1.24887 1347994.3 1.86158 1.86852 1.84667 1.8681 164522.1979 1.34085 1.34998 1.33333 1.33333 202237.07 1.26688 1.27549 1.25959 1.26188 357325.977 109.5 109.678 108.864 109.108 633045.9
"42" 20040229 0.77254 0.77655 0.77021 0.77215 2454521.11 1.2482 1.25398 1.24215 1.24527 1350394.4 1.86728 1.87443 1.864 1.86909 163034.7619 1.33508 1.34037 1.33264 1.33741 219973.72 1.26213 1.27047 1.25619 1.26649 360648.975 109.023 109.396 108.843 108.944 635326.3
"43" 20040301 0.77224 0.77415 0.7593 0.76291 2463574.88 1.24539 1.24673 1.21938 1.22126 1359050.1 1.86912 1.87027 1.83473 1.84041 166922.474 1.33738 1.34524 1.33614 1.34207 199268.64 1.26635 1.29855 1.26605 1.29544 358907.85 108.953 110.392 108.881 110.035 624456.5
"44" 20040302 0.76314 0.76418 0.7397 0.74892 2471482.443 1.22121 1.22209 1.20546 1.21998 1343582.5 1.84079 1.84084 1.81534 1.82959 162845.526 1.34202 1.35818 1.33683 1.33938 201052.67 1.29555 1.30736 1.29069 1.29211 361602.3 110.064 110.498 109.968 110.032 633143
"45" 20040303 0.74925 0.75553 0.74684 0.75074 2452739.454 1.22009 1.2238 1.21334 1.22004 1352416.7 1.8294 1.83716 1.8197 1.82329 162934.329 1.33947 1.34276 1.33052 1.33219 204451.02 1.29193 1.30094 1.28901 1.29208 362715.07 110.022 111.135 109.999 111.044 628768.1
"46" 20040304 0.75106 0.76235 0.74795 0.75891 2485749.403 1.21985 1.24275 1.21731 1.23642 1347506 1.82309 1.84935 1.81726 1.84579 160371.87 1.33223 1.33616 1.31525 1.32117 198733.75 1.29192 1.29608 1.26766 1.27685 361100.225 111.067 112.266 110.942 111.979 628786.2
"47" 20040307 0.76035 0.76052 0.75367 0.75912 2462132.733 1.23857 1.2415 1.23359 1.24013 1360393.1 1.84788 1.85418 1.84164 1.85046 162332.854 1.32033 1.32686 1.31767 1.31937 200439.64 1.27384 1.28086 1.27295 1.27393 360306.8 112.065 112.276 111.076 111.135 628503.5
"48" 20040308 0.7593 0.76565 0.7562 0.75806 2444525.67 1.2402 1.24573 1.22716 1.2324 1358591.4 1.85065 1.85841 1.82184 1.82665 166847.617 1.31952 1.32632 1.31695 1.32292 207589.94 1.27416 1.28566 1.26574 1.28055 363137.675 111.144 111.586 110.224 111.272 629417.8
"49" 20040309 0.7583 0.75915 0.7444 0.74469 2462342.564 1.23226 1.23282 1.21946 1.22205 1354605.7 1.8269 1.82805 1.79596 1.80206 163596.708 1.32307 1.33027 1.3191 1.32455 196794.06 1.28046 1.29212 1.27758 1.28851 360154.356 111.257 111.52 110.684 110.831 623864.1
"50" 20040310 0.74479 0.75047 0.73135 0.73679 2488552.178 1.222 1.23831 1.2162 1.23484 1356982.2 1.8021 1.81475 1.7925 1.81109 161434.431 1.32431 1.32938 1.31766 1.31899 204103.53 1.28853 1.2922 1.26218 1.26645 359131.47 110.883 111.067 110.41 110.72 631685.9
"51" 20040311 0.73659 0.73705 0.7249 0.73288 2482392.672 1.23481 1.23709 1.21707 1.22145 1347175.4 1.81106 1.81383 1.79043 1.80326 160992.647 1.31893 1.33843 1.31589 1.33347 206055.27 1.26637 1.28749 1.26439 1.2833 360299.025 110.717 111.36 110.586 110.75 621679.8
"52" 20040314 0.73095 0.73805 0.72864 0.73576 2468795.423 1.21887 1.23154 1.21815 1.226 1357924.2 1.79585 1.81153 1.79397 1.80506 160001.751 1.33463 1.3354 1.32715 1.33375 193621.97 1.2826 1.28292 1.27018 1.2755 360474.626 110.664 111.044 109.177 110.296 626154.3
"53" 20040315 0.73593 0.74365 0.73464 0.74213 2471233.549 1.22606 1.23695 1.22295 1.22693 1360226 1.80507 1.81937 1.80005 1.81222 160188.734 1.33383 1.33504 1.32461 1.33235 200525.81 1.27549 1.28185 1.26582 1.27751 357194.275 110.283 110.35 108.598 108.7 633296.8
"54" 20040316 0.74192 0.74355 0.7359 0.74081 2468297.052 1.22709 1.2287 1.2173 1.22316 1338080.8 1.81245 1.81798 1.8065 1.81647 161378.351 1.3324 1.34375 1.32997 1.33795 198815.66 1.27743 1.28574 1.27304 1.27687 358511.475 108.727 108.952 107.948 108.248 628056.7
"55" 20040317 0.74107 0.75308 0.7392 0.75065 2473045.82 1.2231 1.24315 1.22182 1.23833 1354175.8 1.81645 1.84005 1.8153 1.83485 162483.047 1.33808 1.34152 1.32397 1.32715 210095.6 1.27682 1.27852 1.25197 1.25713 362625 108.248 108.348 106.373 106.802 630848.1
"56" 20040318 0.75072 0.7526 0.74393 0.74879 2465927.435 1.23837 1.24058 1.2254 1.22829 1350261.3 1.83487 1.83669 1.82526 1.83316 159841.677 1.32719 1.33428 1.32528 1.33341 190279.5 1.2572 1.27394 1.2556 1.26924 366088.769 106.834 107.279 106.597 106.664 625239.6
"57" 20040321 0.74724 0.75573 0.74244 0.75265 2448368.849 1.22754 1.23983 1.22189 1.23273 1360833.3 1.83286 1.8496 1.82617 1.84653 159797.668 1.33358 1.33516 1.32392 1.33409 200725.93 1.26934 1.27574 1.25349 1.25783 358252.875 106.789 107.634 106.682 106.878 623039.9
"58" 20040322 0.75285 0.75437 0.74881 0.75229 2441241.545 1.23289 1.23678 1.22628 1.23325 1361277.2 1.84672 1.85366 1.84049 1.84952 162447.091 1.3342 1.33491 1.32869 1.33201 188358.64 1.25754 1.26533 1.25151 1.25735 360778.948 106.866 106.922 106.434 106.722 628068.6
"59" 20040323 0.75203 0.75465 0.74296 0.7439 2483897.87 1.23354 1.23653 1.21133 1.21297 1362066.3 1.8493 1.85374 1.82163 1.82542 169058.212 1.33217 1.34294 1.32966 1.34165 199422.71 1.25752 1.27838 1.25382 1.27645 361112.5 106.734 106.93 106.004 106.2 623364.5
"60" 20040324 0.74415 0.74487 0.7367 0.73849 2480770.802 1.21322 1.21987 1.20962 1.21235 1366087.7 1.82522 1.82587 1.79894 1.80673 169672.728 1.34171 1.34283 1.326 1.3304 200547.84 1.27652 1.28128 1.27224 1.2802 362047.851 106.208 106.451 105.739 106.14 634309.6
"61" 20040325 0.73823 0.74732 0.73745 0.74566 2468123.707 1.2126 1.22083 1.20733 1.21272 1367063.1 1.80646 1.82325 1.80012 1.81576 164251.258 1.3306 1.33141 1.31626 1.31778 200954.16 1.28017 1.28883 1.27395 1.28396 363154.476 106.146 106.222 105.493 105.982 628863.4
"62" 20040328 0.74507 0.74893 0.74279 0.746 2479093.736 1.21078 1.21668 1.20559 1.21538 1350568.7 1.8127 1.82236 1.80642 1.81897 165651.077 1.3185 1.32119 1.30537 1.30915 210466.95 1.28485 1.29076 1.28151 1.28384 362895.323 105.509 105.91 105.236 105.49 631770.1
"63" 20040329 0.74646 0.75555 0.7457 0.75252 2295755.276 1.21544 1.22263 1.21474 1.21678 1306805.1 1.81888 1.83005 1.81742 1.82711 165903.457 1.30905 1.30968 1.305 1.30595 187425.06 1.28403 1.28486 1.27523 1.28123 344361.05 105.488 106.199 105.364 105.721 610500.2
"64" 20040330 0.75258 0.7669 0.75251 0.76628 2524697.543 1.21706 1.23203 1.21668 1.23114 1357518.5 1.82718 1.84605 1.82418 1.84598 162823.237 1.30571 1.31532 1.30073 1.3088 205730.92 1.28127 1.28189 1.26237 1.2653 362296.475 105.723 105.897 103.416 104.19 634497.3
"65" 20040331 0.76611 0.7691 0.75934 0.76635 2530023.805 1.2313 1.23862 1.22532 1.23617 1367239 1.84581 1.85995 1.83782 1.8569 161783.931 1.30883 1.31895 1.30521 1.30664 208399.61 1.26555 1.27105 1.25942 1.26301 357633.549 104.185 104.471 103.45 103.623 628859
"66" 20040401 0.7663 0.76743 0.75568 0.75708 2506565.715 1.23602 1.23712 1.20978 1.21305 1355062.1 1.85689 1.8572 1.82604 1.82857 162950.052 1.30687 1.31869 1.30393 1.31395 196131.77 1.26282 1.29335 1.2615 1.28987 360136.725 103.646 104.728 103.626 104.436 630662.2
"67" 20040404 0.75504 0.75962 0.7509 0.75338 2506467.229 1.21076 1.21263 1.19808 1.20149 1374654.2 1.8288 1.83037 1.81048 1.82072 162287.474 1.31349 1.31763 1.30989 1.31329 197016.36 1.29091 1.30776 1.29038 1.30353 363443.95 104.453 105.429 104.104 104.863 627767.3
"68" 20040405 0.75355 0.76336 0.75064 0.76285 2484544.716 1.20118 1.21335 1.19802 1.21136 1362593.1 1.82046 1.84427 1.81936 1.84315 162894.861 1.31308 1.31803 1.30342 1.30809 201324.72 1.30339 1.30735 1.28721 1.28923 362643.378 104.868 107.15 104.858 105.69 631659.1
"69" 20040406 0.76293 0.76905 0.75687 0.76578 2515210.551 1.21096 1.21966 1.20472 1.21712 1358019.5 1.84284 1.84424 1.83349 1.83972 162681.939 1.30793 1.31681 1.30561 1.30775 201722.65 1.28897 1.29607 1.27271 1.27635 365369.627 105.67 106.131 104.945 105.198 634298.5
"70" 20040407 0.76595 0.76725 0.75764 0.76231 2501718.111 1.21684 1.22166 1.20574 1.20823 1362116.4 1.8395 1.84647 1.828 1.83388 161874.194 1.30774 1.32925 1.30774 1.32638 198461.66 1.276 1.28585 1.27088 1.28198 363018.827 105.189 106.399 105.18 106.245 630414.2
"71" 20040408 0.76233 0.7651 0.76023 0.76225 2221088.931 1.20795 1.21104 1.20607 1.20858 1279444.7 1.83348 1.83459 1.82628 1.83327 148186.726 1.32635 1.32957 1.32537 1.3275 160325.58 1.28169 1.28407 1.27889 1.28212 324436.6 106.25 106.756 105.931 106.34 525995.5
"72" 20040411 0.763 0.7679 0.76139 0.76581 2458928.576 1.20857 1.20956 1.2049 1.2073 1322737.9 1.83326 1.84082 1.83072 1.839 161343.474 1.32738 1.34028 1.32576 1.33443 192616.04 1.28151 1.2869 1.28015 1.28193 354130.002 106.334 106.431 105.234 105.334 623390
"73" 20040412 0.76567 0.76886 0.75292 0.75427 2444023.249 1.20734 1.20821 1.19021 1.19424 1332390.7 1.83898 1.8423 1.81273 1.8189 167893.286 1.33471 1.3412 1.33188 1.33454 210357.35 1.28217 1.30485 1.28109 1.29913 352426.155 105.378 107.004 105.025 106.514 627825.8
"74" 20040413 0.75429 0.75467 0.7294 0.73441 2618877.32 1.194 1.19739 1.18678 1.19594 1373773.6 1.81897 1.81935 1.78481 1.7911 166105.569 1.33454 1.34947 1.33265 1.34377 201369.44 1.29892 1.30497 1.29625 1.29749 366592.425 106.527 108.978 106.527 108.589 638052.5
"75" 20040414 0.73405 0.74203 0.73173 0.74083 2601699.862 1.19547 1.1992 1.1891 1.19816 1373514 1.79079 1.79939 1.77603 1.79243 173410.544 1.34378 1.34907 1.34023 1.34236 201895.22 1.29728 1.30523 1.28847 1.29477 375302.853 108.59 109.212 108.211 108.241 640136.8
"76" 20040415 0.74103 0.74607 0.73576 0.7433 2591598.504 1.1978 1.20442 1.1921 1.19886 1369770 1.79227 1.80566 1.78342 1.79755 164321.46 1.34258 1.34835 1.33996 1.34425 204644.74 1.2944 1.30276 1.28775 1.29466 362849.201 108.247 108.864 107.476 107.747 642085.4
"77" 20040418 0.743 0.75107 0.74296 0.74601 2554601.727 1.19989 1.20756 1.1998 1.20204 1352776.9 1.79782 1.81415 1.79619 1.80823 164336.918 1.34434 1.34801 1.34175 1.34357 188330.54 1.29034 1.29313 1.28246 1.28862 360072.549 107.678 108.674 107.583 108.385 624441.8
"78" 20040419 0.74585 0.7465 0.73069 0.73211 2606590.091 1.20175 1.20215 1.18394 1.18647 1361049.4 1.80811 1.80857 1.78473 1.78577 163361.9069 1.34335 1.35783 1.34335 1.3562 209055.43 1.28882 1.31428 1.28874 1.31117 367629.045 108.373 108.858 107.656 108.722 634008.1
"79" 20040420 0.7324 0.73715 0.72596 0.72988 2657806.208 1.18621 1.19111 1.1814 1.18377 1361827.1 1.78558 1.78588 1.76554 1.77435 163712.597 1.35635 1.36329 1.35243 1.3579 203849.25 1.31095 1.31717 1.30391 1.31279 364662.025 108.755 109.741 108.537 109.341 634393.7
"80" 20040421 0.72966 0.7353 0.72313 0.73413 2604875.714 1.18341 1.19133 1.17758 1.19002 1363759.1 1.77424 1.77592 1.76243 1.77547 161490.54 1.35795 1.36488 1.35361 1.35494 206809.99 1.31243 1.31901 1.30677 1.30811 356466.224 109.338 109.877 109.115 109.351 633655.4
"81" 20040422 0.7343 0.73543 0.72643 0.73243 2594916.843 1.18985 1.19401 1.17935 1.18415 1350705.2 1.77555 1.78124 1.76408 1.77087 161861.722 1.35503 1.363 1.35101 1.36086 202404.01 1.308 1.32041 1.30521 1.31445 362163.35 109.347 109.815 108.584 108.922 630146.3
"82" 20040425 0.73307 0.736 0.72766 0.73455 2583276.738 1.18177 1.1884 1.17573 1.18644 1359770.7 1.77214 1.78943 1.76635 1.78682 196531.991 1.35989 1.36242 1.3473 1.34782 216050.55 1.31734 1.32235 1.30394 1.30682 360631.5 108.928 109.316 108.272 108.571 629441.9
"83" 20040426 0.73475 0.7367 0.72818 0.7346 2606074.69 1.18606 1.19456 1.18302 1.19223 1351854.1 1.78645 1.79416 1.78186 1.79185 159779.514 1.34758 1.35462 1.34613 1.3515 209164.42 1.30662 1.31061 1.29529 1.2983 359467.053 108.552 109.806 108.356 109.382 632816.1
"84" 20040427 0.73468 0.7363 0.72076 0.72158 2613139.984 1.19193 1.19496 1.18206 1.18393 1356730.6 1.79195 1.79686 1.77002 1.77099 161094.5 1.35134 1.37571 1.34907 1.37477 197746.4 1.29817 1.31003 1.29528 1.30646 365139.2 109.403 110.221 108.76 110.086 633532.8
"85" 20040428 0.72166 0.72365 0.7121 0.72113 2614407.034 1.18322 1.19841 1.18027 1.19598 1373783.8 1.77102 1.78097 1.75803 1.77331 163351.802 1.37471 1.37602 1.36661 1.36932 198556.66 1.30639 1.30979 1.28854 1.29242 361704.046 110.069 111.016 109.522 109.849 637597.4
"86" 20040429 0.72121 0.7241 0.71664 0.72021 2610613.422 1.19557 1.20089 1.19185 1.1977 1357539 1.77312 1.78037 1.76604 1.77787 162645.034 1.36928 1.37893 1.36815 1.37176 195907.83 1.29243 1.30095 1.28825 1.2954 359764.777 109.86 110.621 109.76 110.465 642258.6
"87" 20040502 0.72145 0.72286 0.71745 0.72075 2606423.271 1.1977 1.2 1.19189 1.19404 1359898.6 1.77872 1.77968 1.76879 1.77232 161619.48 1.37142 1.37652 1.36955 1.37206 200757.32 1.29457 1.30302 1.29284 1.30021 365861.851 110.397 110.7 109.785 110.315 630718.6
